1,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
2,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
290,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
291,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
292,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
293,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
294,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
295,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
296,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
297,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
298,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
299,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
