254,1958.3783,1343.1572,15.3746,0.0,0,0,24,300,-1,-1 ;
255,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
256,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
257,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
258,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
259,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
260,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
261,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
262,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
263,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
264,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
274,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
275,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
276,1958.3783,1343.1572,15.3746,269.1425,0,0,24,300,-1,-1 ;
